Date-Time,Region,Facility,Entrance,Entries,Exits
12/11/19 12:00 AM,UC Berkeley,PHYS Library,PHYS,0,1
12/11/19 12:00 AM,UC Berkeley,SEAL Library,SEAL,0,0
12/11/19 12:00 AM,UC Berkeley,SOCR Library,SOCR,0,0
12/11/19 1:00 AM,,,TEST,0,0
12/11/19 1:00 AM,UC Berkeley,AHC Library,AHC Back,0,0
12/11/19 1:00 AM,UC Berkeley,AHC Library,AHC Front,0,0
12/11/19 1:00 AM,UC Berkeley,ANTH Library,ANTH,0,0
12/11/19 1:00 AM,UC Berkeley,BANC Library,Bancroft,0,0
12/11/19 1:00 AM,UC Berkeley,BIOS Library,VLSB1,0,0
12/11/19 1:00 AM,UC Berkeley,BIOS Library,VLSB2,0,0
12/11/19 1:00 AM,UC Berkeley,CHEM Library,CHEM,0,1
12/11/19 1:00 AM,UC Berkeley,DOE Library,Doe North,0,0
12/11/19 1:00 AM,UC Berkeley,DOE Library,Doe South,3,3
12/11/19 1:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,96,19
12/11/19 1:00 AM,UC Berkeley,DOE STACKS,Stacks East,2,1
12/11/19 1:00 AM,UC Berkeley,EAL Library,EAL,0,0
12/11/19 1:00 AM,UC Berkeley,EART Library,Earth North,0,0
12/11/19 1:00 AM,UC Berkeley,EART Library,Earth South,0,0
12/11/19 1:00 AM,UC Berkeley,ENGI Library,ENGI,0,0
12/11/19 1:00 AM,UC Berkeley,ENVI Library,ENVI,0,0
12/11/19 1:00 AM,UC Berkeley,GRDS Library,GRAD,0,0
12/11/19 1:00 AM,UC Berkeley,HAAS Library,HAAS 2F,0,16
12/11/19 1:00 AM,UC Berkeley,HAAS Library,HAAS 3F,0,3
12/11/19 1:00 AM,UC Berkeley,MATH Library,MATH,0,0
12/11/19 1:00 AM,UC Berkeley,MOFF Library,Moffit Entry,50,0
12/11/19 1:00 AM,UC Berkeley,MOFF Library,Moffit Exit,1,135
12/11/19 1:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,24,85
12/11/19 1:00 AM,UC Berkeley,MORR Library,Morrison,0,0
12/11/19 1:00 AM,UC Berkeley,MUSI,MUSI,0,0
12/11/19 1:00 AM,UC Berkeley,NEWS Library,News,0,0
12/11/19 1:00 AM,UC Berkeley,OPTO Library,OPTO,0,0
12/11/19 1:00 AM,UC Berkeley,PHYS Library,PHYS,0,0
12/11/19 1:00 AM,UC Berkeley,SEAL Library,SEAL,0,0
12/11/19 1:00 AM,UC Berkeley,SOCR Library,SOCR,0,1
12/11/19 2:00 AM,,,TEST,0,0
12/11/19 2:00 AM,UC Berkeley,AHC Library,AHC Back,0,0
12/11/19 2:00 AM,UC Berkeley,AHC Library,AHC Front,0,0
12/11/19 2:00 AM,UC Berkeley,ANTH Library,ANTH,0,0
12/11/19 2:00 AM,UC Berkeley,BANC Library,Bancroft,0,0
12/11/19 2:00 AM,UC Berkeley,BIOS Library,VLSB1,0,0
12/11/19 2:00 AM,UC Berkeley,BIOS Library,VLSB2,0,0
12/11/19 2:00 AM,UC Berkeley,CHEM Library,CHEM,0,0
12/11/19 2:00 AM,UC Berkeley,DOE Library,Doe North,0,0
12/11/19 2:00 AM,UC Berkeley,DOE Library,Doe South,7,6
12/11/19 2:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,60,18
12/11/19 2:00 AM,UC Berkeley,DOE STACKS,Stacks East,4,0
12/11/19 2:00 AM,UC Berkeley,EAL Library,EAL,0,0
12/11/19 2:00 AM,UC Berkeley,EART Library,Earth North,0,0
12/11/19 2:00 AM,UC Berkeley,EART Library,Earth South,0,0
12/11/19 2:00 AM,UC Berkeley,ENGI Library,ENGI,0,0
12/11/19 2:00 AM,UC Berkeley,ENVI Library,ENVI,0,0
12/11/19 2:00 AM,UC Berkeley,GRDS Library,GRAD,0,0
12/11/19 2:00 AM,UC Berkeley,HAAS Library,HAAS 2F,0,8
12/11/19 2:00 AM,UC Berkeley,HAAS Library,HAAS 3F,0,5
12/11/19 2:00 AM,UC Berkeley,MATH Library,MATH,0,0
12/11/19 2:00 AM,UC Berkeley,MOFF Library,Moffit Entry,38,1
12/11/19 2:00 AM,UC Berkeley,MOFF Library,Moffit Exit,1,92
12/11/19 2:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,16,78
12/11/19 2:00 AM,UC Berkeley,MORR Library,Morrison,0,0
12/11/19 2:00 AM,UC Berkeley,MUSI,MUSI,0,0
12/11/19 2:00 AM,UC Berkeley,NEWS Library,News,0,0
12/11/19 2:00 AM,UC Berkeley,OPTO Library,OPTO,0,0
12/11/19 2:00 AM,UC Berkeley,PHYS Library,PHYS,0,0
12/11/19 2:00 AM,UC Berkeley,SEAL Library,SEAL,0,0
12/11/19 2:00 AM,UC Berkeley,SOCR Library,SOCR,0,0
12/11/19 3:00 AM,,,TEST,0,0
12/11/19 3:00 AM,UC Berkeley,AHC Library,AHC Back,0,0
12/11/19 3:00 AM,UC Berkeley,AHC Library,AHC Front,0,0
12/11/19 3:00 AM,UC Berkeley,ANTH Library,ANTH,0,0
12/11/19 3:00 AM,UC Berkeley,BANC Library,Bancroft,0,0
12/11/19 3:00 AM,UC Berkeley,BIOS Library,VLSB1,0,0
12/11/19 3:00 AM,UC Berkeley,BIOS Library,VLSB2,0,0
12/11/19 3:00 AM,UC Berkeley,CHEM Library,CHEM,0,0
12/11/19 3:00 AM,UC Berkeley,DOE Library,Doe North,1,1
12/11/19 3:00 AM,UC Berkeley,DOE Library,Doe South,3,2
12/11/19 3:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,31,7
12/11/19 3:00 AM,UC Berkeley,DOE STACKS,Stacks East,2,0
12/11/19 3:00 AM,UC Berkeley,EAL Library,EAL,0,0
12/11/19 3:00 AM,UC Berkeley,EART Library,Earth North,0,0
12/11/19 3:00 AM,UC Berkeley,EART Library,Earth South,0,0
12/11/19 3:00 AM,UC Berkeley,ENGI Library,ENGI,0,0
12/11/19 3:00 AM,UC Berkeley,ENVI Library,ENVI,0,0
12/11/19 3:00 AM,UC Berkeley,GRDS Library,GRAD,0,0
12/11/19 3:00 AM,UC Berkeley,HAAS Library,HAAS 2F,1,4
12/11/19 3:00 AM,UC Berkeley,HAAS Library,HAAS 3F,0,1
12/11/19 3:00 AM,UC Berkeley,MATH Library,MATH,0,0
12/11/19 3:00 AM,UC Berkeley,MOFF Library,Moffit Entry,13,1
12/11/19 3:00 AM,UC Berkeley,MOFF Library,Moffit Exit,1,44
12/11/19 3:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,10,71
12/11/19 3:00 AM,UC Berkeley,MORR Library,Morrison,0,0
12/11/19 3:00 AM,UC Berkeley,MUSI,MUSI,0,0
12/11/19 3:00 AM,UC Berkeley,NEWS Library,News,0,0
12/11/19 3:00 AM,UC Berkeley,OPTO Library,OPTO,0,0
12/11/19 3:00 AM,UC Berkeley,PHYS Library,PHYS,0,0
12/11/19 3:00 AM,UC Berkeley,SEAL Library,SEAL,0,0
12/11/19 3:00 AM,UC Berkeley,SOCR Library,SOCR,0,0
12/11/19 4:00 AM,,,TEST,0,0
12/11/19 4:00 AM,UC Berkeley,AHC Library,AHC Back,0,0
12/11/19 4:00 AM,UC Berkeley,AHC Library,AHC Front,0,0
12/11/19 4:00 AM,UC Berkeley,ANTH Library,ANTH,0,0
12/11/19 4:00 AM,UC Berkeley,BANC Library,Bancroft,0,0
12/11/19 4:00 AM,UC Berkeley,BIOS Library,VLSB1,0,0
12/11/19 4:00 AM,UC Berkeley,BIOS Library,VLSB2,0,0
12/11/19 4:00 AM,UC Berkeley,CHEM Library,CHEM,0,0
12/11/19 4:00 AM,UC Berkeley,DOE Library,Doe North,0,0
12/11/19 4:00 AM,UC Berkeley,DOE Library,Doe South,0,0
12/11/19 4:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,11,2
12/11/19 4:00 AM,UC Berkeley,DOE STACKS,Stacks East,1,0
12/11/19 4:00 AM,UC Berkeley,EAL Library,EAL,0,0
12/11/19 4:00 AM,UC Berkeley,EART Library,Earth North,0,0
12/11/19 4:00 AM,UC Berkeley,EART Library,Earth South,0,0
12/11/19 4:00 AM,UC Berkeley,ENGI Library,ENGI,0,0
12/11/19 4:00 AM,UC Berkeley,ENVI Library,ENVI,0,0
12/11/19 4:00 AM,UC Berkeley,GRDS Library,GRAD,0,0
12/11/19 4:00 AM,UC Berkeley,HAAS Library,HAAS 2F,0,0
12/11/19 4:00 AM,UC Berkeley,HAAS Library,HAAS 3F,1,0
12/11/19 4:00 AM,UC Berkeley,MATH Library,MATH,0,0
12/11/19 4:00 AM,UC Berkeley,MOFF Library,Moffit Entry,3,0
12/11/19 4:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0,11
12/11/19 4:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,13,32
12/11/19 4:00 AM,UC Berkeley,MORR Library,Morrison,0,0
12/11/19 4:00 AM,UC Berkeley,MUSI,MUSI,0,0
12/11/19 4:00 AM,UC Berkeley,NEWS Library,News,0,0
12/11/19 4:00 AM,UC Berkeley,OPTO Library,OPTO,0,0
12/11/19 4:00 AM,UC Berkeley,PHYS Library,PHYS,0,0
12/11/19 4:00 AM,UC Berkeley,SEAL Library,SEAL,0,0
12/11/19 4:00 AM,UC Berkeley,SOCR Library,SOCR,0,0
12/11/19 5:00 AM,,,TEST,0,0
12/11/19 5:00 AM,UC Berkeley,AHC Library,AHC Back,0,0
12/11/19 5:00 AM,UC Berkeley,AHC Library,AHC Front,0,0
12/11/19 5:00 AM,UC Berkeley,ANTH Library,ANTH,0,0
12/11/19 5:00 AM,UC Berkeley,BANC Library,Bancroft,0,0
12/11/19 5:00 AM,UC Berkeley,BIOS Library,VLSB1,0,0
12/11/19 5:00 AM,UC Berkeley,BIOS Library,VLSB2,0,0
12/11/19 5:00 AM,UC Berkeley,CHEM Library,CHEM,0,0
12/11/19 5:00 AM,UC Berkeley,DOE Library,Doe North,0,0
12/11/19 5:00 AM,UC Berkeley,DOE Library,Doe South,6,4
12/11/19 5:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,8,3
12/11/19 5:00 AM,UC Berkeley,DOE STACKS,Stacks East,1,0
12/11/19 5:00 AM,UC Berkeley,EAL Library,EAL,0,0
12/11/19 5:00 AM,UC Berkeley,EART Library,Earth North,0,0
12/11/19 5:00 AM,UC Berkeley,EART Library,Earth South,0,0
12/11/19 5:00 AM,UC Berkeley,ENGI Library,ENGI,0,0
12/11/19 5:00 AM,UC Berkeley,ENVI Library,ENVI,0,0
12/11/19 5:00 AM,UC Berkeley,GRDS Library,GRAD,0,0
12/11/19 5:00 AM,UC Berkeley,HAAS Library,HAAS 2F,0,0
12/11/19 5:00 AM,UC Berkeley,HAAS Library,HAAS 3F,3,1
12/11/19 5:00 AM,UC Berkeley,MATH Library,MATH,0,0
12/11/19 5:00 AM,UC Berkeley,MOFF Library,Moffit Entry,4,0
12/11/19 5:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0,10
12/11/19 5:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,13,28
12/11/19 5:00 AM,UC Berkeley,MORR Library,Morrison,0,0
12/11/19 5:00 AM,UC Berkeley,MUSI,MUSI,0,0
12/11/19 5:00 AM,UC Berkeley,NEWS Library,News,0,0
12/11/19 5:00 AM,UC Berkeley,OPTO Library,OPTO,0,0
12/11/19 5:00 AM,UC Berkeley,PHYS Library,PHYS,0,0
12/11/19 5:00 AM,UC Berkeley,SEAL Library,SEAL,0,0
12/11/19 5:00 AM,UC Berkeley,SOCR Library,SOCR,0,0
12/11/19 6:00 AM,,,TEST,0,0
12/11/19 6:00 AM,UC Berkeley,AHC Library,AHC Back,0,0
12/11/19 6:00 AM,UC Berkeley,AHC Library,AHC Front,0,0
12/11/19 6:00 AM,UC Berkeley,ANTH Library,ANTH,0,0
12/11/19 6:00 AM,UC Berkeley,BANC Library,Bancroft,0,0
12/11/19 6:00 AM,UC Berkeley,BIOS Library,VLSB1,0,0
12/11/19 6:00 AM,UC Berkeley,BIOS Library,VLSB2,0,0
12/11/19 6:00 AM,UC Berkeley,CHEM Library,CHEM,0,0
12/11/19 6:00 AM,UC Berkeley,DOE Library,Doe North,7,7
12/11/19 6:00 AM,UC Berkeley,DOE Library,Doe South,11,6
12/11/19 6:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,5,9
12/11/19 6:00 AM,UC Berkeley,DOE STACKS,Stacks East,5,0
12/11/19 6:00 AM,UC Berkeley,EAL Library,EAL,2,0
12/11/19 6:00 AM,UC Berkeley,EART Library,Earth North,0,0
12/11/19 6:00 AM,UC Berkeley,EART Library,Earth South,0,0
12/11/19 6:00 AM,UC Berkeley,ENGI Library,ENGI,0,0
12/11/19 6:00 AM,UC Berkeley,ENVI Library,ENVI,0,0
12/11/19 6:00 AM,UC Berkeley,GRDS Library,GRAD,0,0
12/11/19 6:00 AM,UC Berkeley,HAAS Library,HAAS 2F,2,1
12/11/19 6:00 AM,UC Berkeley,HAAS Library,HAAS 3F,0,0
12/11/19 6:00 AM,UC Berkeley,MATH Library,MATH,0,0
12/11/19 6:00 AM,UC Berkeley,MOFF Library,Moffit Entry,13,1
12/11/19 6:00 AM,UC Berkeley,MOFF Library,Moffit Exit,2,13
12/11/19 6:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,8,13
12/11/19 6:00 AM,UC Berkeley,MORR Library,Morrison,3,1
12/11/19 6:00 AM,UC Berkeley,MUSI,MUSI,0,0
12/11/19 6:00 AM,UC Berkeley,NEWS Library,News,0,0
12/11/19 6:00 AM,UC Berkeley,OPTO Library,OPTO,0,0
12/11/19 6:00 AM,UC Berkeley,PHYS Library,PHYS,1,0
12/11/19 6:00 AM,UC Berkeley,SEAL Library,SEAL,0,0
12/11/19 6:00 AM,UC Berkeley,SOCR Library,SOCR,0,0
12/11/19 7:00 AM,,,TEST,0,0
12/11/19 7:00 AM,UC Berkeley,AHC Library,AHC Back,0,0
12/11/19 7:00 AM,UC Berkeley,AHC Library,AHC Front,0,0
12/11/19 7:00 AM,UC Berkeley,ANTH Library,ANTH,0,0
12/11/19 7:00 AM,UC Berkeley,BANC Library,Bancroft,2,0
12/11/19 7:00 AM,UC Berkeley,BIOS Library,VLSB1,1,0
12/11/19 7:00 AM,UC Berkeley,BIOS Library,VLSB2,1,0
12/11/19 7:00 AM,UC Berkeley,CHEM Library,CHEM,0,0
12/11/19 7:00 AM,UC Berkeley,DOE Library,Doe North,0,0
12/11/19 7:00 AM,UC Berkeley,DOE Library,Doe South,30,21
12/11/19 7:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,8,13
12/11/19 7:00 AM,UC Berkeley,DOE STACKS,Stacks East,0,0
12/11/19 7:00 AM,UC Berkeley,EAL Library,EAL,1,0
12/11/19 7:00 AM,UC Berkeley,EART Library,Earth North,0,0
12/11/19 7:00 AM,UC Berkeley,EART Library,Earth South,0,0
12/11/19 7:00 AM,UC Berkeley,ENGI Library,ENGI,0,0
12/11/19 7:00 AM,UC Berkeley,ENVI Library,ENVI,0,0
12/11/19 7:00 AM,UC Berkeley,GRDS Library,GRAD,0,0
12/11/19 7:00 AM,UC Berkeley,HAAS Library,HAAS 2F,0,0
12/11/19 7:00 AM,UC Berkeley,HAAS Library,HAAS 3F,3,9
12/11/19 7:00 AM,UC Berkeley,MATH Library,MATH,0,0
12/11/19 7:00 AM,UC Berkeley,MOFF Library,Moffit Entry,28,0
12/11/19 7:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0,15
12/11/19 7:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,30,23
12/11/19 7:00 AM,UC Berkeley,MORR Library,Morrison,0,0
12/11/19 7:00 AM,UC Berkeley,MUSI,MUSI,0,0
12/11/19 7:00 AM,UC Berkeley,NEWS Library,News,0,0
12/11/19 7:00 AM,UC Berkeley,OPTO Library,OPTO,0,0
12/11/19 7:00 AM,UC Berkeley,PHYS Library,PHYS,0,0
12/11/19 7:00 AM,UC Berkeley,SEAL Library,SEAL,0,0
12/11/19 7:00 AM,UC Berkeley,SOCR Library,SOCR,0,0
12/11/19 8:00 AM,,,TEST,0,0
12/11/19 8:00 AM,UC Berkeley,AHC Library,AHC Back,3,1
12/11/19 8:00 AM,UC Berkeley,AHC Library,AHC Front,1,1
12/11/19 8:00 AM,UC Berkeley,ANTH Library,ANTH,1,0
12/11/19 8:00 AM,UC Berkeley,BANC Library,Bancroft,17,14
12/11/19 8:00 AM,UC Berkeley,BIOS Library,VLSB1,3,0
12/11/19 8:00 AM,UC Berkeley,BIOS Library,VLSB2,4,1
12/11/19 8:00 AM,UC Berkeley,CHEM Library,CHEM,2,1
12/11/19 8:00 AM,UC Berkeley,DOE Library,Doe North,43,11
12/11/19 8:00 AM,UC Berkeley,DOE Library,Doe South,70,12
12/11/19 8:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,2,26
12/11/19 8:00 AM,UC Berkeley,DOE STACKS,Stacks East,4,3
12/11/19 8:00 AM,UC Berkeley,EAL Library,EAL,2,0
12/11/19 8:00 AM,UC Berkeley,EART Library,Earth North,1,1
12/11/19 8:00 AM,UC Berkeley,EART Library,Earth South,0,0
12/11/19 8:00 AM,UC Berkeley,ENGI Library,ENGI,2,4
12/11/19 8:00 AM,UC Berkeley,ENVI Library,ENVI,3,1
12/11/19 8:00 AM,UC Berkeley,GRDS Library,GRAD,0,0
12/11/19 8:00 AM,UC Berkeley,HAAS Library,HAAS 2F,7,1
12/11/19 8:00 AM,UC Berkeley,HAAS Library,HAAS 3F,4,3
12/11/19 8:00 AM,UC Berkeley,MATH Library,MATH,2,0
12/11/19 8:00 AM,UC Berkeley,MOFF Library,Moffit Entry,83,1
12/11/19 8:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0,21
12/11/19 8:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,93,26
12/11/19 8:00 AM,UC Berkeley,MORR Library,Morrison,0,0
12/11/19 8:00 AM,UC Berkeley,MUSI,MUSI,1,0
12/11/19 8:00 AM,UC Berkeley,NEWS Library,News,1,1
12/11/19 8:00 AM,UC Berkeley,OPTO Library,OPTO,0,0
12/11/19 8:00 AM,UC Berkeley,PHYS Library,PHYS,0,1
12/11/19 8:00 AM,UC Berkeley,SEAL Library,SEAL,0,0
12/11/19 8:00 AM,UC Berkeley,SOCR Library,SOCR,0,0
12/11/19 9:00 AM,,,TEST,0,0
12/11/19 9:00 AM,UC Berkeley,AHC Library,AHC Back,6,3
12/11/19 9:00 AM,UC Berkeley,AHC Library,AHC Front,6,3
12/11/19 9:00 AM,UC Berkeley,ANTH Library,ANTH,16,7
12/11/19 9:00 AM,UC Berkeley,BANC Library,Bancroft,21,42
12/11/19 9:00 AM,UC Berkeley,BIOS Library,VLSB1,60,9
12/11/19 9:00 AM,UC Berkeley,BIOS Library,VLSB2,28,4
12/11/19 9:00 AM,UC Berkeley,CHEM Library,CHEM,31,8
12/11/19 9:00 AM,UC Berkeley,DOE Library,Doe North,134,25
12/11/19 9:00 AM,UC Berkeley,DOE Library,Doe South,120,42
12/11/19 9:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,20,81
12/11/19 9:00 AM,UC Berkeley,DOE STACKS,Stacks East,71,21
12/11/19 9:00 AM,UC Berkeley,EAL Library,EAL,85,7
12/11/19 9:00 AM,UC Berkeley,EART Library,Earth North,9,3
12/11/19 9:00 AM,UC Berkeley,EART Library,Earth South,7,4
12/11/19 9:00 AM,UC Berkeley,ENGI Library,ENGI,51,14
12/11/19 9:00 AM,UC Berkeley,ENVI Library,ENVI,82,29
12/11/19 9:00 AM,UC Berkeley,GRDS Library,GRAD,12,5
12/11/19 9:00 AM,UC Berkeley,HAAS Library,HAAS 2F,68,19
12/11/19 9:00 AM,UC Berkeley,HAAS Library,HAAS 3F,35,28
12/11/19 9:00 AM,UC Berkeley,MATH Library,MATH,25,10
12/11/19 9:00 AM,UC Berkeley,MOFF Library,Moffit Entry,157,4
12/11/19 9:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0,55
12/11/19 9:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,140,50
12/11/19 9:00 AM,UC Berkeley,MORR Library,Morrison,0,0
12/11/19 9:00 AM,UC Berkeley,MUSI,MUSI,56,10
12/11/19 9:00 AM,UC Berkeley,NEWS Library,News,4,2
12/11/19 9:00 AM,UC Berkeley,OPTO Library,OPTO,9,5
12/11/19 9:00 AM,UC Berkeley,PHYS Library,PHYS,10,5
12/11/19 9:00 AM,UC Berkeley,SEAL Library,SEAL,4,1
12/11/19 9:00 AM,UC Berkeley,SOCR Library,SOCR,12,5
12/11/19 10:00 AM,,,TEST,0,0
12/11/19 10:00 AM,UC Berkeley,AHC Library,AHC Back,2,2
12/11/19 10:00 AM,UC Berkeley,AHC Library,AHC Front,4,4
12/11/19 10:00 AM,UC Berkeley,ANTH Library,ANTH,24,14
12/11/19 10:00 AM,UC Berkeley,BANC Library,Bancroft,29,47
12/11/19 10:00 AM,UC Berkeley,BIOS Library,VLSB1,51,25
12/11/19 10:00 AM,UC Berkeley,BIOS Library,VLSB2,35,14
12/11/19 10:00 AM,UC Berkeley,CHEM Library,CHEM,45,27
12/11/19 10:00 AM,UC Berkeley,DOE Library,Doe North,132,53
12/11/19 10:00 AM,UC Berkeley,DOE Library,Doe South,106,33
12/11/19 10:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,21,94
12/11/19 10:00 AM,UC Berkeley,DOE STACKS,Stacks East,62,53
12/11/19 10:00 AM,UC Berkeley,EAL Library,EAL,66,18
12/11/19 10:00 AM,UC Berkeley,EART Library,Earth North,7,12
12/11/19 10:00 AM,UC Berkeley,EART Library,Earth South,17,6
12/11/19 10:00 AM,UC Berkeley,ENGI Library,ENGI,87,24
12/11/19 10:00 AM,UC Berkeley,ENVI Library,ENVI,122,62
12/11/19 10:00 AM,UC Berkeley,GRDS Library,GRAD,21,8
12/11/19 10:00 AM,UC Berkeley,HAAS Library,HAAS 2F,84,20
12/11/19 10:00 AM,UC Berkeley,HAAS Library,HAAS 3F,26,36
12/11/19 10:00 AM,UC Berkeley,MATH Library,MATH,35,32
12/11/19 10:00 AM,UC Berkeley,MOFF Library,Moffit Entry,188,5
12/11/19 10:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0,68
12/11/19 10:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,134,76
12/11/19 10:00 AM,UC Berkeley,MORR Library,Morrison,20,10
12/11/19 10:00 AM,UC Berkeley,MUSI,MUSI,47,14
12/11/19 10:00 AM,UC Berkeley,NEWS Library,News,11,7
12/11/19 10:00 AM,UC Berkeley,OPTO Library,OPTO,32,13
12/11/19 10:00 AM,UC Berkeley,PHYS Library,PHYS,13,6
12/11/19 10:00 AM,UC Berkeley,SEAL Library,SEAL,6,5
12/11/19 10:00 AM,UC Berkeley,SOCR Library,SOCR,13,9
12/11/19 11:00 AM,,,TEST,0,0
12/11/19 11:00 AM,UC Berkeley,AHC Library,AHC Back,6,3
12/11/19 11:00 AM,UC Berkeley,AHC Library,AHC Front,12,7
12/11/19 11:00 AM,UC Berkeley,ANTH Library,ANTH,37,21
12/11/19 11:00 AM,UC Berkeley,BANC Library,Bancroft,46,56
12/11/19 11:00 AM,UC Berkeley,BIOS Library,VLSB1,48,49
12/11/19 11:00 AM,UC Berkeley,BIOS Library,VLSB2,61,40
12/11/19 11:00 AM,UC Berkeley,CHEM Library,CHEM,34,37
12/11/19 11:00 AM,UC Berkeley,DOE Library,Doe North,132,95
12/11/19 11:00 AM,UC Berkeley,DOE Library,Doe South,127,76
12/11/19 11:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,54,115
12/11/19 11:00 AM,UC Berkeley,DOE STACKS,Stacks East,61,52
12/11/19 11:00 AM,UC Berkeley,EAL Library,EAL,66,56
12/11/19 11:00 AM,UC Berkeley,EART Library,Earth North,18,17
12/11/19 11:00 AM,UC Berkeley,EART Library,Earth South,10,7
12/11/19 11:00 AM,UC Berkeley,ENGI Library,ENGI,123,99
12/11/19 11:00 AM,UC Berkeley,ENVI Library,ENVI,147,133
12/11/19 11:00 AM,UC Berkeley,GRDS Library,GRAD,19,14
12/11/19 11:00 AM,UC Berkeley,HAAS Library,HAAS 2F,113,72
12/11/19 11:00 AM,UC Berkeley,HAAS Library,HAAS 3F,43,53
12/11/19 11:00 AM,UC Berkeley,MATH Library,MATH,39,24
12/11/19 11:00 AM,UC Berkeley,MOFF Library,Moffit Entry,193,5
12/11/19 11:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0,129
12/11/19 11:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,184,134
12/11/19 11:00 AM,UC Berkeley,MORR Library,Morrison,10,6
12/11/19 11:00 AM,UC Berkeley,MUSI,MUSI,64,36
12/11/19 11:00 AM,UC Berkeley,NEWS Library,News,14,9
12/11/19 11:00 AM,UC Berkeley,OPTO Library,OPTO,23,22
12/11/19 11:00 AM,UC Berkeley,PHYS Library,PHYS,11,12
12/11/19 11:00 AM,UC Berkeley,SEAL Library,SEAL,7,4
12/11/19 11:00 AM,UC Berkeley,SOCR Library,SOCR,8,10
12/11/19 12:00 PM,,,TEST,0,0
