Date-Time,Region,Facility,Entrance,Entries,Exits,Library,longitude,latitude
12/11/19 7:00 AM,UC Berkeley,BIOS Library,VLSB1,1.0,0.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 7:00 AM,UC Berkeley,BIOS Library,VLSB2,1.0,0.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 7:00 AM,UC Berkeley,CHEM Library,CHEM,0.0,0.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 7:00 AM,UC Berkeley,DOE Library,Doe North,0.0,0.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 7:00 AM,UC Berkeley,DOE Library,Doe South,30.0,21.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 7:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,8.0,13.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 7:00 AM,UC Berkeley,DOE STACKS,Stacks East,0.0,0.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 7:00 AM,UC Berkeley,EAL Library,EAL,1.0,0.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 7:00 AM,UC Berkeley,EART Library,Earth North,0.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 7:00 AM,UC Berkeley,EART Library,Earth South,0.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 7:00 AM,UC Berkeley,ENGI Library,ENGI,0.0,0.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 7:00 AM,UC Berkeley,ENVI Library,ENVI,0.0,0.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 7:00 AM,UC Berkeley,GRDS Library,GRAD,0.0,0.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 7:00 AM,UC Berkeley,HAAS Library,HAAS 2F,0.0,0.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 7:00 AM,UC Berkeley,HAAS Library,HAAS 3F,3.0,9.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 7:00 AM,UC Berkeley,MATH Library,MATH,0.0,0.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 7:00 AM,UC Berkeley,MOFF Library,Moffit Entry,28.0,0.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 7:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0.0,15.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 7:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,30.0,23.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 7:00 AM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 7:00 AM,UC Berkeley,MUSI,MUSI,0.0,0.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 7:00 AM,UC Berkeley,NEWS Library,News,0.0,0.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 7:00 AM,UC Berkeley,OPTO Library,OPTO,0.0,0.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 7:00 AM,UC Berkeley,PHYS Library,PHYS,0.0,0.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 7:00 AM,UC Berkeley,SEAL Library,SEAL,0.0,0.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 7:00 AM,UC Berkeley,SOCR Library,SOCR,0.0,0.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 8:00 AM,UC Berkeley,AHC Library,AHC Back,3.0,1.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 8:00 AM,UC Berkeley,AHC Library,AHC Front,1.0,1.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 8:00 AM,UC Berkeley,ANTH Library,ANTH,1.0,0.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 8:00 AM,UC Berkeley,BANC Library,Bancroft,17.0,14.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 8:00 AM,UC Berkeley,BIOS Library,VLSB1,3.0,0.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 8:00 AM,UC Berkeley,BIOS Library,VLSB2,4.0,1.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 8:00 AM,UC Berkeley,CHEM Library,CHEM,2.0,1.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 8:00 AM,UC Berkeley,DOE Library,Doe North,43.0,11.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 8:00 AM,UC Berkeley,DOE Library,Doe South,70.0,12.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 8:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,2.0,26.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 8:00 AM,UC Berkeley,DOE STACKS,Stacks East,4.0,3.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 8:00 AM,UC Berkeley,EAL Library,EAL,2.0,0.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 8:00 AM,UC Berkeley,EART Library,Earth North,1.0,1.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 8:00 AM,UC Berkeley,EART Library,Earth South,0.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 8:00 AM,UC Berkeley,ENGI Library,ENGI,2.0,4.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 8:00 AM,UC Berkeley,ENVI Library,ENVI,3.0,1.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 8:00 AM,UC Berkeley,GRDS Library,GRAD,0.0,0.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 8:00 AM,UC Berkeley,HAAS Library,HAAS 2F,7.0,1.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 8:00 AM,UC Berkeley,HAAS Library,HAAS 3F,4.0,3.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 8:00 AM,UC Berkeley,MATH Library,MATH,2.0,0.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 8:00 AM,UC Berkeley,MOFF Library,Moffit Entry,83.0,1.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 8:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0.0,21.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 8:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,93.0,26.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 8:00 AM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 8:00 AM,UC Berkeley,MUSI,MUSI,1.0,0.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 8:00 AM,UC Berkeley,NEWS Library,News,1.0,1.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 8:00 AM,UC Berkeley,OPTO Library,OPTO,0.0,0.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 8:00 AM,UC Berkeley,PHYS Library,PHYS,0.0,1.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 8:00 AM,UC Berkeley,SEAL Library,SEAL,0.0,0.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 8:00 AM,UC Berkeley,SOCR Library,SOCR,0.0,0.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 9:00 AM,UC Berkeley,AHC Library,AHC Back,6.0,3.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 9:00 AM,UC Berkeley,AHC Library,AHC Front,6.0,3.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 9:00 AM,UC Berkeley,ANTH Library,ANTH,16.0,7.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 9:00 AM,UC Berkeley,BANC Library,Bancroft,21.0,42.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 9:00 AM,UC Berkeley,BIOS Library,VLSB1,60.0,9.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 9:00 AM,UC Berkeley,BIOS Library,VLSB2,28.0,4.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 9:00 AM,UC Berkeley,CHEM Library,CHEM,31.0,8.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 9:00 AM,UC Berkeley,DOE Library,Doe North,134.0,25.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 9:00 AM,UC Berkeley,DOE Library,Doe South,120.0,42.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 9:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,20.0,81.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 9:00 AM,UC Berkeley,DOE STACKS,Stacks East,71.0,21.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 9:00 AM,UC Berkeley,EAL Library,EAL,85.0,7.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 9:00 AM,UC Berkeley,EART Library,Earth North,9.0,3.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 9:00 AM,UC Berkeley,EART Library,Earth South,7.0,4.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 9:00 AM,UC Berkeley,ENGI Library,ENGI,51.0,14.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 9:00 AM,UC Berkeley,ENVI Library,ENVI,82.0,29.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 9:00 AM,UC Berkeley,GRDS Library,GRAD,12.0,5.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 9:00 AM,UC Berkeley,HAAS Library,HAAS 2F,68.0,19.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 9:00 AM,UC Berkeley,HAAS Library,HAAS 3F,35.0,28.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 9:00 AM,UC Berkeley,MATH Library,MATH,25.0,10.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 9:00 AM,UC Berkeley,MOFF Library,Moffit Entry,157.0,4.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 9:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0.0,55.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 9:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,140.0,50.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 9:00 AM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 9:00 AM,UC Berkeley,MUSI,MUSI,56.0,10.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 9:00 AM,UC Berkeley,NEWS Library,News,4.0,2.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 9:00 AM,UC Berkeley,OPTO Library,OPTO,9.0,5.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 9:00 AM,UC Berkeley,PHYS Library,PHYS,10.0,5.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 9:00 AM,UC Berkeley,SEAL Library,SEAL,4.0,1.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 9:00 AM,UC Berkeley,SOCR Library,SOCR,12.0,5.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 10:00 AM,UC Berkeley,AHC Library,AHC Back,2.0,2.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 10:00 AM,UC Berkeley,AHC Library,AHC Front,4.0,4.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 10:00 AM,UC Berkeley,ANTH Library,ANTH,24.0,14.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 10:00 AM,UC Berkeley,BANC Library,Bancroft,29.0,47.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 10:00 AM,UC Berkeley,BIOS Library,VLSB1,51.0,25.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 10:00 AM,UC Berkeley,BIOS Library,VLSB2,35.0,14.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 10:00 AM,UC Berkeley,CHEM Library,CHEM,45.0,27.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 10:00 AM,UC Berkeley,DOE Library,Doe North,132.0,53.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 10:00 AM,UC Berkeley,DOE Library,Doe South,106.0,33.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 10:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,21.0,94.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 10:00 AM,UC Berkeley,DOE STACKS,Stacks East,62.0,53.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 10:00 AM,UC Berkeley,EAL Library,EAL,66.0,18.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 10:00 AM,UC Berkeley,EART Library,Earth North,7.0,12.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 10:00 AM,UC Berkeley,EART Library,Earth South,17.0,6.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 10:00 AM,UC Berkeley,ENGI Library,ENGI,87.0,24.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 10:00 AM,UC Berkeley,ENVI Library,ENVI,122.0,62.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 10:00 AM,UC Berkeley,GRDS Library,GRAD,21.0,8.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 10:00 AM,UC Berkeley,HAAS Library,HAAS 2F,84.0,20.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 10:00 AM,UC Berkeley,HAAS Library,HAAS 3F,26.0,36.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 10:00 AM,UC Berkeley,MATH Library,MATH,35.0,32.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 10:00 AM,UC Berkeley,MOFF Library,Moffit Entry,188.0,5.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 10:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0.0,68.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 10:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,134.0,76.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 10:00 AM,UC Berkeley,MORR Library,Morrison,20.0,10.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 10:00 AM,UC Berkeley,MUSI,MUSI,47.0,14.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 10:00 AM,UC Berkeley,NEWS Library,News,11.0,7.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 10:00 AM,UC Berkeley,OPTO Library,OPTO,32.0,13.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 10:00 AM,UC Berkeley,PHYS Library,PHYS,13.0,6.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 10:00 AM,UC Berkeley,SEAL Library,SEAL,6.0,5.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 10:00 AM,UC Berkeley,SOCR Library,SOCR,13.0,9.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 11:00 AM,UC Berkeley,AHC Library,AHC Back,6.0,3.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 11:00 AM,UC Berkeley,AHC Library,AHC Front,12.0,7.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 11:00 AM,UC Berkeley,ANTH Library,ANTH,37.0,21.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 11:00 AM,UC Berkeley,BANC Library,Bancroft,46.0,56.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 11:00 AM,UC Berkeley,BIOS Library,VLSB1,48.0,49.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 11:00 AM,UC Berkeley,BIOS Library,VLSB2,61.0,40.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 11:00 AM,UC Berkeley,CHEM Library,CHEM,34.0,37.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 11:00 AM,UC Berkeley,DOE Library,Doe North,132.0,95.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 11:00 AM,UC Berkeley,DOE Library,Doe South,127.0,76.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 11:00 AM,UC Berkeley,DOE STACKS,Moffit Corridor,54.0,115.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 11:00 AM,UC Berkeley,DOE STACKS,Stacks East,61.0,52.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 11:00 AM,UC Berkeley,EAL Library,EAL,66.0,56.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 11:00 AM,UC Berkeley,EART Library,Earth North,18.0,17.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 11:00 AM,UC Berkeley,EART Library,Earth South,10.0,7.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 11:00 AM,UC Berkeley,ENGI Library,ENGI,123.0,99.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 11:00 AM,UC Berkeley,ENVI Library,ENVI,147.0,133.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 11:00 AM,UC Berkeley,GRDS Library,GRAD,19.0,14.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 11:00 AM,UC Berkeley,HAAS Library,HAAS 2F,113.0,72.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 11:00 AM,UC Berkeley,HAAS Library,HAAS 3F,43.0,53.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 11:00 AM,UC Berkeley,MATH Library,MATH,39.0,24.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 11:00 AM,UC Berkeley,MOFF Library,Moffit Entry,193.0,5.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 11:00 AM,UC Berkeley,MOFF Library,Moffit Exit,0.0,129.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 11:00 AM,UC Berkeley,MOFF Library,Moffitt 4th,184.0,134.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 11:00 AM,UC Berkeley,MORR Library,Morrison,10.0,6.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 11:00 AM,UC Berkeley,MUSI,MUSI,64.0,36.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 11:00 AM,UC Berkeley,NEWS Library,News,14.0,9.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 11:00 AM,UC Berkeley,OPTO Library,OPTO,23.0,22.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 11:00 AM,UC Berkeley,PHYS Library,PHYS,11.0,12.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 11:00 AM,UC Berkeley,SEAL Library,SEAL,7.0,4.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 11:00 AM,UC Berkeley,SOCR Library,SOCR,8.0,10.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 12:00 PM,UC Berkeley,AHC Library,AHC Back,10.0,9.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 12:00 PM,UC Berkeley,AHC Library,AHC Front,10.0,12.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 12:00 PM,UC Berkeley,ANTH Library,ANTH,43.0,36.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 12:00 PM,UC Berkeley,BANC Library,Bancroft,49.0,85.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 12:00 PM,UC Berkeley,BIOS Library,VLSB1,69.0,75.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 12:00 PM,UC Berkeley,BIOS Library,VLSB2,65.0,40.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 12:00 PM,UC Berkeley,CHEM Library,CHEM,78.0,37.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 12:00 PM,UC Berkeley,DOE Library,Doe North,194.0,179.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 12:00 PM,UC Berkeley,DOE Library,Doe South,152.0,157.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 12:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,109.0,135.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 12:00 PM,UC Berkeley,DOE STACKS,Stacks East,86.0,95.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 12:00 PM,UC Berkeley,EAL Library,EAL,56.0,63.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 12:00 PM,UC Berkeley,EART Library,Earth North,11.0,22.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 12:00 PM,UC Berkeley,EART Library,Earth South,15.0,6.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 12:00 PM,UC Berkeley,ENGI Library,ENGI,133.0,112.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 12:00 PM,UC Berkeley,ENVI Library,ENVI,152.0,144.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 12:00 PM,UC Berkeley,GRDS Library,GRAD,26.0,27.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 12:00 PM,UC Berkeley,HAAS Library,HAAS 2F,148.0,108.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 12:00 PM,UC Berkeley,HAAS Library,HAAS 3F,67.0,63.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 12:00 PM,UC Berkeley,MATH Library,MATH,48.0,43.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 12:00 PM,UC Berkeley,MOFF Library,Moffit Entry,258.0,8.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 12:00 PM,UC Berkeley,MOFF Library,Moffit Exit,0.0,167.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 12:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,209.0,192.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 12:00 PM,UC Berkeley,MORR Library,Morrison,31.0,17.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 12:00 PM,UC Berkeley,MUSI,MUSI,76.0,66.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 12:00 PM,UC Berkeley,NEWS Library,News,16.0,16.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 12:00 PM,UC Berkeley,OPTO Library,OPTO,28.0,41.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 12:00 PM,UC Berkeley,PHYS Library,PHYS,12.0,9.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 12:00 PM,UC Berkeley,SEAL Library,SEAL,15.0,14.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 12:00 PM,UC Berkeley,SOCR Library,SOCR,12.0,14.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 1:00 PM,UC Berkeley,AHC Library,AHC Back,1.0,5.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 1:00 PM,UC Berkeley,AHC Library,AHC Front,2.0,6.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 1:00 PM,UC Berkeley,ANTH Library,ANTH,56.0,44.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 1:00 PM,UC Berkeley,BANC Library,Bancroft,65.0,67.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 1:00 PM,UC Berkeley,BIOS Library,VLSB1,106.0,92.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 1:00 PM,UC Berkeley,BIOS Library,VLSB2,100.0,56.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 1:00 PM,UC Berkeley,CHEM Library,CHEM,59.0,61.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 1:00 PM,UC Berkeley,DOE Library,Doe North,197.0,145.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 1:00 PM,UC Berkeley,DOE Library,Doe South,158.0,145.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 1:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,115.0,187.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 1:00 PM,UC Berkeley,DOE STACKS,Stacks East,105.0,103.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 1:00 PM,UC Berkeley,EAL Library,EAL,84.0,72.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 1:00 PM,UC Berkeley,EART Library,Earth North,18.0,21.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 1:00 PM,UC Berkeley,EART Library,Earth South,17.0,13.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 1:00 PM,UC Berkeley,ENGI Library,ENGI,177.0,138.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 1:00 PM,UC Berkeley,ENVI Library,ENVI,143.0,143.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 1:00 PM,UC Berkeley,GRDS Library,GRAD,19.0,24.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 1:00 PM,UC Berkeley,HAAS Library,HAAS 2F,114.0,124.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 1:00 PM,UC Berkeley,HAAS Library,HAAS 3F,55.0,56.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 1:00 PM,UC Berkeley,MATH Library,MATH,58.0,37.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 1:00 PM,UC Berkeley,MOFF Library,Moffit Entry,319.0,6.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 1:00 PM,UC Berkeley,MOFF Library,Moffit Exit,0.0,215.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 1:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,300.0,192.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 1:00 PM,UC Berkeley,MORR Library,Morrison,23.0,28.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 1:00 PM,UC Berkeley,MUSI,MUSI,71.0,66.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 1:00 PM,UC Berkeley,NEWS Library,News,10.0,7.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 1:00 PM,UC Berkeley,OPTO Library,OPTO,22.0,15.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 1:00 PM,UC Berkeley,PHYS Library,PHYS,15.0,15.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 1:00 PM,UC Berkeley,SEAL Library,SEAL,8.0,6.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 1:00 PM,UC Berkeley,SOCR Library,SOCR,16.0,11.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 2:00 PM,UC Berkeley,AHC Library,AHC Back,7.0,4.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 2:00 PM,UC Berkeley,AHC Library,AHC Front,13.0,12.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 2:00 PM,UC Berkeley,ANTH Library,ANTH,56.0,49.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 2:00 PM,UC Berkeley,BANC Library,Bancroft,67.0,96.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 2:00 PM,UC Berkeley,BIOS Library,VLSB1,94.0,110.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 2:00 PM,UC Berkeley,BIOS Library,VLSB2,81.0,56.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 2:00 PM,UC Berkeley,CHEM Library,CHEM,72.0,75.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 2:00 PM,UC Berkeley,DOE Library,Doe North,242.0,143.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 2:00 PM,UC Berkeley,DOE Library,Doe South,155.0,149.0,DOE Library,-122.25962508891301,37.87239490824949
