Date-Time,Region,Facility,Entrance,Entries,Exits,Library,longitude,latitude
12/11/19 2:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,124.0,201.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 2:00 PM,UC Berkeley,DOE STACKS,Stacks East,91.0,109.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 2:00 PM,UC Berkeley,EAL Library,EAL,94.0,60.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 2:00 PM,UC Berkeley,EART Library,Earth North,15.0,18.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 2:00 PM,UC Berkeley,EART Library,Earth South,16.0,11.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 2:00 PM,UC Berkeley,ENGI Library,ENGI,245.0,154.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 2:00 PM,UC Berkeley,ENVI Library,ENVI,123.0,123.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 2:00 PM,UC Berkeley,GRDS Library,GRAD,39.0,21.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 2:00 PM,UC Berkeley,HAAS Library,HAAS 2F,134.0,137.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 2:00 PM,UC Berkeley,HAAS Library,HAAS 3F,45.0,51.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 2:00 PM,UC Berkeley,MATH Library,MATH,57.0,65.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 2:00 PM,UC Berkeley,MOFF Library,Moffit Entry,388.0,13.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 2:00 PM,UC Berkeley,MOFF Library,Moffit Exit,0.0,254.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 2:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,266.0,201.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 2:00 PM,UC Berkeley,MORR Library,Morrison,32.0,21.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 2:00 PM,UC Berkeley,MUSI,MUSI,94.0,73.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 2:00 PM,UC Berkeley,NEWS Library,News,13.0,13.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 2:00 PM,UC Berkeley,OPTO Library,OPTO,36.0,36.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 2:00 PM,UC Berkeley,PHYS Library,PHYS,16.0,12.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 2:00 PM,UC Berkeley,SEAL Library,SEAL,12.0,9.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 2:00 PM,UC Berkeley,SOCR Library,SOCR,22.0,10.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 3:00 PM,UC Berkeley,AHC Library,AHC Back,10.0,6.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 3:00 PM,UC Berkeley,AHC Library,AHC Front,17.0,15.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 3:00 PM,UC Berkeley,ANTH Library,ANTH,46.0,53.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 3:00 PM,UC Berkeley,BANC Library,Bancroft,86.0,60.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 3:00 PM,UC Berkeley,BIOS Library,VLSB1,102.0,107.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 3:00 PM,UC Berkeley,BIOS Library,VLSB2,108.0,74.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 3:00 PM,UC Berkeley,CHEM Library,CHEM,42.0,61.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 3:00 PM,UC Berkeley,DOE Library,Doe North,243.0,185.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 3:00 PM,UC Berkeley,DOE Library,Doe South,151.0,181.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 3:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,166.0,205.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 3:00 PM,UC Berkeley,DOE STACKS,Stacks East,112.0,145.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 3:00 PM,UC Berkeley,EAL Library,EAL,80.0,72.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 3:00 PM,UC Berkeley,EART Library,Earth North,26.0,17.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 3:00 PM,UC Berkeley,EART Library,Earth South,17.0,22.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 3:00 PM,UC Berkeley,ENGI Library,ENGI,244.0,240.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 3:00 PM,UC Berkeley,ENVI Library,ENVI,113.0,118.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 3:00 PM,UC Berkeley,GRDS Library,GRAD,25.0,30.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 3:00 PM,UC Berkeley,HAAS Library,HAAS 2F,115.0,120.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 3:00 PM,UC Berkeley,HAAS Library,HAAS 3F,43.0,54.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 3:00 PM,UC Berkeley,MATH Library,MATH,60.0,68.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 3:00 PM,UC Berkeley,MOFF Library,Moffit Entry,405.0,9.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 3:00 PM,UC Berkeley,MOFF Library,Moffit Exit,0.0,290.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 3:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,240.0,221.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 3:00 PM,UC Berkeley,MORR Library,Morrison,37.0,31.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 3:00 PM,UC Berkeley,MUSI,MUSI,68.0,72.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 3:00 PM,UC Berkeley,NEWS Library,News,7.0,12.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 3:00 PM,UC Berkeley,OPTO Library,OPTO,15.0,23.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 3:00 PM,UC Berkeley,PHYS Library,PHYS,16.0,14.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 3:00 PM,UC Berkeley,SEAL Library,SEAL,12.0,11.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 3:00 PM,UC Berkeley,SOCR Library,SOCR,26.0,22.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 4:00 PM,UC Berkeley,AHC Library,AHC Back,6.0,8.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 4:00 PM,UC Berkeley,AHC Library,AHC Front,9.0,14.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 4:00 PM,UC Berkeley,ANTH Library,ANTH,60.0,59.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 4:00 PM,UC Berkeley,BANC Library,Bancroft,63.0,59.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 4:00 PM,UC Berkeley,BIOS Library,VLSB1,50.0,106.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 4:00 PM,UC Berkeley,BIOS Library,VLSB2,82.0,64.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 4:00 PM,UC Berkeley,CHEM Library,CHEM,39.0,49.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 4:00 PM,UC Berkeley,DOE Library,Doe North,159.0,226.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 4:00 PM,UC Berkeley,DOE Library,Doe South,111.0,186.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 4:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,124.0,144.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 4:00 PM,UC Berkeley,DOE STACKS,Stacks East,75.0,91.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 4:00 PM,UC Berkeley,EAL Library,EAL,70.0,68.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 4:00 PM,UC Berkeley,EART Library,Earth North,13.0,16.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 4:00 PM,UC Berkeley,EART Library,Earth South,14.0,14.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 4:00 PM,UC Berkeley,ENGI Library,ENGI,181.0,189.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 4:00 PM,UC Berkeley,ENVI Library,ENVI,120.0,128.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 4:00 PM,UC Berkeley,GRDS Library,GRAD,23.0,30.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 4:00 PM,UC Berkeley,HAAS Library,HAAS 2F,137.0,121.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 4:00 PM,UC Berkeley,HAAS Library,HAAS 3F,49.0,80.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 4:00 PM,UC Berkeley,MATH Library,MATH,45.0,49.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 4:00 PM,UC Berkeley,MOFF Library,Moffit Entry,262.0,7.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 4:00 PM,UC Berkeley,MOFF Library,Moffit Exit,0.0,243.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 4:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,201.0,227.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 4:00 PM,UC Berkeley,MORR Library,Morrison,26.0,22.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 4:00 PM,UC Berkeley,MUSI,MUSI,39.0,68.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 4:00 PM,UC Berkeley,NEWS Library,News,8.0,12.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 4:00 PM,UC Berkeley,OPTO Library,OPTO,20.0,12.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 4:00 PM,UC Berkeley,PHYS Library,PHYS,21.0,26.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 4:00 PM,UC Berkeley,SEAL Library,SEAL,4.0,13.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 4:00 PM,UC Berkeley,SOCR Library,SOCR,12.0,20.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 5:00 PM,UC Berkeley,AHC Library,AHC Back,0.0,4.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 5:00 PM,UC Berkeley,AHC Library,AHC Front,5.0,5.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 5:00 PM,UC Berkeley,ANTH Library,ANTH,42.0,70.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 5:00 PM,UC Berkeley,BANC Library,Bancroft,26.0,13.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 5:00 PM,UC Berkeley,BIOS Library,VLSB1,40.0,108.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 5:00 PM,UC Berkeley,BIOS Library,VLSB2,51.0,45.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 5:00 PM,UC Berkeley,CHEM Library,CHEM,25.0,43.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 5:00 PM,UC Berkeley,DOE Library,Doe North,118.0,235.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 5:00 PM,UC Berkeley,DOE Library,Doe South,72.0,171.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 5:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,163.0,125.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 5:00 PM,UC Berkeley,DOE STACKS,Stacks East,64.0,93.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 5:00 PM,UC Berkeley,EAL Library,EAL,38.0,65.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 5:00 PM,UC Berkeley,EART Library,Earth North,11.0,18.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 5:00 PM,UC Berkeley,EART Library,Earth South,6.0,13.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 5:00 PM,UC Berkeley,ENGI Library,ENGI,147.0,210.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 5:00 PM,UC Berkeley,ENVI Library,ENVI,91.0,96.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 5:00 PM,UC Berkeley,GRDS Library,GRAD,25.0,29.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 5:00 PM,UC Berkeley,HAAS Library,HAAS 2F,110.0,120.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 5:00 PM,UC Berkeley,HAAS Library,HAAS 3F,41.0,73.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 5:00 PM,UC Berkeley,MATH Library,MATH,35.0,45.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 5:00 PM,UC Berkeley,MOFF Library,Moffit Entry,211.0,2.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 5:00 PM,UC Berkeley,MOFF Library,Moffit Exit,0.0,300.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 5:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,136.0,209.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 5:00 PM,UC Berkeley,MORR Library,Morrison,15.0,36.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 5:00 PM,UC Berkeley,MUSI,MUSI,31.0,68.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 5:00 PM,UC Berkeley,NEWS Library,News,13.0,7.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 5:00 PM,UC Berkeley,OPTO Library,OPTO,10.0,17.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 5:00 PM,UC Berkeley,PHYS Library,PHYS,15.0,22.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 5:00 PM,UC Berkeley,SEAL Library,SEAL,3.0,9.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 5:00 PM,UC Berkeley,SOCR Library,SOCR,12.0,15.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 6:00 PM,UC Berkeley,AHC Library,AHC Back,2.0,4.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 6:00 PM,UC Berkeley,AHC Library,AHC Front,3.0,6.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 6:00 PM,UC Berkeley,ANTH Library,ANTH,16.0,22.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 6:00 PM,UC Berkeley,BANC Library,Bancroft,0.0,4.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 6:00 PM,UC Berkeley,BIOS Library,VLSB1,45.0,87.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 6:00 PM,UC Berkeley,BIOS Library,VLSB2,29.0,37.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 6:00 PM,UC Berkeley,CHEM Library,CHEM,19.0,28.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 6:00 PM,UC Berkeley,DOE Library,Doe North,90.0,145.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 6:00 PM,UC Berkeley,DOE Library,Doe South,70.0,144.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 6:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,170.0,155.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 6:00 PM,UC Berkeley,DOE STACKS,Stacks East,59.0,95.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 6:00 PM,UC Berkeley,EAL Library,EAL,31.0,56.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 6:00 PM,UC Berkeley,EART Library,Earth North,7.0,9.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 6:00 PM,UC Berkeley,EART Library,Earth South,0.0,4.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 6:00 PM,UC Berkeley,ENGI Library,ENGI,120.0,160.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 6:00 PM,UC Berkeley,ENVI Library,ENVI,61.0,78.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 6:00 PM,UC Berkeley,GRDS Library,GRAD,9.0,18.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 6:00 PM,UC Berkeley,HAAS Library,HAAS 2F,81.0,129.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 6:00 PM,UC Berkeley,HAAS Library,HAAS 3F,36.0,54.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 6:00 PM,UC Berkeley,MATH Library,MATH,24.0,41.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 6:00 PM,UC Berkeley,MOFF Library,Moffit Entry,252.0,1.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 6:00 PM,UC Berkeley,MOFF Library,Moffit Exit,0.0,285.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 6:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,169.0,195.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 6:00 PM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 6:00 PM,UC Berkeley,MUSI,MUSI,17.0,40.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 6:00 PM,UC Berkeley,NEWS Library,News,5.0,8.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 6:00 PM,UC Berkeley,OPTO Library,OPTO,5.0,10.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 6:00 PM,UC Berkeley,PHYS Library,PHYS,4.0,5.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 6:00 PM,UC Berkeley,SEAL Library,SEAL,0.0,0.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 6:00 PM,UC Berkeley,SOCR Library,SOCR,5.0,10.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 7:00 PM,UC Berkeley,AHC Library,AHC Back,2.0,2.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 7:00 PM,UC Berkeley,AHC Library,AHC Front,2.0,5.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 7:00 PM,UC Berkeley,ANTH Library,ANTH,10.0,28.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 7:00 PM,UC Berkeley,BANC Library,Bancroft,0.0,0.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 7:00 PM,UC Berkeley,BIOS Library,VLSB1,36.0,51.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 7:00 PM,UC Berkeley,BIOS Library,VLSB2,27.0,24.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 7:00 PM,UC Berkeley,CHEM Library,CHEM,12.0,19.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 7:00 PM,UC Berkeley,DOE Library,Doe North,57.0,112.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 7:00 PM,UC Berkeley,DOE Library,Doe South,40.0,83.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 7:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,122.0,137.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 7:00 PM,UC Berkeley,DOE STACKS,Stacks East,46.0,58.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 7:00 PM,UC Berkeley,EAL Library,EAL,17.0,48.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 7:00 PM,UC Berkeley,EART Library,Earth North,1.0,5.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 7:00 PM,UC Berkeley,EART Library,Earth South,0.0,6.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 7:00 PM,UC Berkeley,ENGI Library,ENGI,107.0,123.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 7:00 PM,UC Berkeley,ENVI Library,ENVI,75.0,73.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 7:00 PM,UC Berkeley,GRDS Library,GRAD,3.0,10.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 7:00 PM,UC Berkeley,HAAS Library,HAAS 2F,72.0,88.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 7:00 PM,UC Berkeley,HAAS Library,HAAS 3F,18.0,19.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 7:00 PM,UC Berkeley,MATH Library,MATH,3.0,23.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 7:00 PM,UC Berkeley,MOFF Library,Moffit Entry,240.0,0.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 7:00 PM,UC Berkeley,MOFF Library,Moffit Exit,3.0,229.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 7:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,151.0,154.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 7:00 PM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 7:00 PM,UC Berkeley,MUSI,MUSI,8.0,34.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 7:00 PM,UC Berkeley,NEWS Library,News,1.0,8.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 7:00 PM,UC Berkeley,OPTO Library,OPTO,3.0,4.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 7:00 PM,UC Berkeley,PHYS Library,PHYS,2.0,10.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 7:00 PM,UC Berkeley,SEAL Library,SEAL,0.0,0.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 7:00 PM,UC Berkeley,SOCR Library,SOCR,0.0,1.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 8:00 PM,UC Berkeley,AHC Library,AHC Back,0.0,0.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 8:00 PM,UC Berkeley,AHC Library,AHC Front,2.0,4.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 8:00 PM,UC Berkeley,ANTH Library,ANTH,2.0,11.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 8:00 PM,UC Berkeley,BANC Library,Bancroft,0.0,0.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 8:00 PM,UC Berkeley,BIOS Library,VLSB1,11.0,33.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 8:00 PM,UC Berkeley,BIOS Library,VLSB2,22.0,24.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 8:00 PM,UC Berkeley,CHEM Library,CHEM,1.0,11.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 8:00 PM,UC Berkeley,DOE Library,Doe North,39.0,75.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 8:00 PM,UC Berkeley,DOE Library,Doe South,43.0,62.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 8:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,123.0,177.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 8:00 PM,UC Berkeley,DOE STACKS,Stacks East,54.0,48.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 8:00 PM,UC Berkeley,EAL Library,EAL,14.0,21.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 8:00 PM,UC Berkeley,EART Library,Earth North,1.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 8:00 PM,UC Berkeley,EART Library,Earth South,0.0,1.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 8:00 PM,UC Berkeley,ENGI Library,ENGI,109.0,76.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 8:00 PM,UC Berkeley,ENVI Library,ENVI,67.0,56.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 8:00 PM,UC Berkeley,GRDS Library,GRAD,3.0,6.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 8:00 PM,UC Berkeley,HAAS Library,HAAS 2F,58.0,70.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 8:00 PM,UC Berkeley,HAAS Library,HAAS 3F,25.0,21.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 8:00 PM,UC Berkeley,MATH Library,MATH,0.0,0.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 8:00 PM,UC Berkeley,MOFF Library,Moffit Entry,271.0,5.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 8:00 PM,UC Berkeley,MOFF Library,Moffit Exit,1.0,207.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 8:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,173.0,118.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 8:00 PM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 8:00 PM,UC Berkeley,MUSI,MUSI,3.0,27.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 8:00 PM,UC Berkeley,NEWS Library,News,0.0,0.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 8:00 PM,UC Berkeley,OPTO Library,OPTO,1.0,1.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 8:00 PM,UC Berkeley,PHYS Library,PHYS,2.0,3.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 8:00 PM,UC Berkeley,SEAL Library,SEAL,0.0,0.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 8:00 PM,UC Berkeley,SOCR Library,SOCR,0.0,0.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 9:00 PM,UC Berkeley,AHC Library,AHC Back,1.0,2.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 9:00 PM,UC Berkeley,AHC Library,AHC Front,1.0,2.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 9:00 PM,UC Berkeley,ANTH Library,ANTH,0.0,0.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 9:00 PM,UC Berkeley,BANC Library,Bancroft,0.0,0.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 9:00 PM,UC Berkeley,BIOS Library,VLSB1,14.0,36.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 9:00 PM,UC Berkeley,BIOS Library,VLSB2,9.0,8.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 9:00 PM,UC Berkeley,CHEM Library,CHEM,7.0,6.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 9:00 PM,UC Berkeley,DOE Library,Doe North,16.0,70.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 9:00 PM,UC Berkeley,DOE Library,Doe South,15.0,57.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 9:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,196.0,194.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 9:00 PM,UC Berkeley,DOE STACKS,Stacks East,24.0,6.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 9:00 PM,UC Berkeley,EAL Library,EAL,4.0,22.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 9:00 PM,UC Berkeley,EART Library,Earth North,0.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 9:00 PM,UC Berkeley,EART Library,Earth South,0.0,0.0,EART Library,-122.25963116007797,37.8741751341857
